Discogs_Artists,Discogs_Titles,Discogs_Labels,Discogs_Tags,Discogs_Countries,Discogs_Years,Discogs_Search_Filters,Discogs_Urls,Discogs_Formats,Discogs_Tracklist,Discogs_YouTube_Videos
Sverre Knut Johansen,Lights,,,,,"style_exact, Ambient",https://discogs.com/release/28965604-Sverre-Knut-Johansen-Lights,,,
Traurent,He Who Rides The Astral Winds (promo),,,,,"style_exact, Ambient",https://discogs.com/release/28964575-Traurent-He-Who-Rides-The-Astral-Winds-promo,,,
BURL*,Mona,,,,,"style_exact, Ambient",https://discogs.com/release/28964020-BURL-Mona,,,
SinePop,A Journey Underground,,,,,"style_exact, Ambient",https://discogs.com/release/28963912-SinePop-A-Journey-Underground,,,
Jean-Michel Jarre,Les Chants Magnétiques,,,,,"style_exact, Ambient",https://discogs.com/release/29025703-Jean-Michel-Jarre-Les-Chants-Magn%C3%A9tiques,,,
Terry Bomb,Perseus,,,,,"style_exact, Ambient",https://discogs.com/release/29012857-Terry-Bomb-Perseus,,,
Yorkshire Modular Society,YMS_0136,,,,,"style_exact, Ambient",https://discogs.com/release/29143495-Yorkshire-Modular-Society-YMS_0136,,,
Yorkshire Modular Society,YMS_0143b,,,,,"style_exact, Ambient",https://discogs.com/release/29142493-Yorkshire-Modular-Society-YMS_0143b,,,
Yorkshire Modular Society,YMS_0150,,,,,"style_exact, Ambient",https://discogs.com/release/29142187-Yorkshire-Modular-Society-YMS_0150,,,
Yorkshire Modular Society,YMS_0159,,,,,"style_exact, Ambient",https://discogs.com/release/29142127-Yorkshire-Modular-Society-YMS_0159,,,
Yorkshire Modular Society,YMS_0171,,,,,"style_exact, Ambient",https://discogs.com/release/29127517-Yorkshire-Modular-Society-YMS_0171,,,
Eden ,Alchemist,,,,,"style_exact, Ambient",https://discogs.com/release/29109763-Eden-Alchemist,,,
FATAL MEMORY ERROR,Cherished,,,,,"style_exact, Ambient",https://discogs.com/release/29107105-FATAL-MEMORY-ERROR-Cherished,,,
Naoki Kasugai,Walk : 2023/12/4,,,,,"style_exact, Ambient",https://discogs.com/release/29105212-Naoki-Kasugai-Walk-2023124,,,
Schroedinger's Cat,Airworlds 1n2,,,,,"style_exact, Ambient",https://discogs.com/release/29102317-Schroedingers-Cat-Airworlds-1n2,,,
NIQH,Familiar Rift,,,,,"style_exact, Ambient",https://discogs.com/release/29098519-NIQH-Familiar-Rift,,,
Eddie Silverton,Oceans In Despair,,,,,"style_exact, Ambient",https://discogs.com/release/29098276-Eddie-Silverton-Oceans-In-Despair,,,
Brutal Bastion,Unburden [Again],,,,,"style_exact, Ambient",https://discogs.com/release/29096926-Brutal-Bastion-Unburden-Again,,,
Sines Of Exquisite Pleasure,Modular Systems,,,,,"style_exact, Ambient",https://discogs.com/release/29094598-Sines-Of-Exquisite-Pleasure-Modular-Systems,,,
Various,Non Si Potrebbe​? (A Compilation In Loving Memory Of Giulia Salvatori),,,,,"style_exact, Ambient",https://discogs.com/release/29092981-Various-Non-Si-Potrebbe-A-Compilation-In-Loving-Memory-Of-Giulia-Salvatori,,,
Parricus Memorialis,A Crystalline Poem,,,,,"style_exact, Ambient",https://discogs.com/release/29086924-Parricus-Memorialis-A-Crystalline-Poem,,,
Adelbert Von Deyen,Sternzeit,,,,,"style_exact, Ambient",https://discogs.com/release/29086123-Adelbert-Von-Deyen-Sternzeit,,,
How To Dress Well,What Remains (Remixes),,,,,"style_exact, Ambient",https://discogs.com/release/29077210-How-To-Dress-Well-What-Remains-Remixes,,,
Tsunxmi,Crushing Monotony And Paralyzing Terror,,,,,"style_exact, Ambient",https://discogs.com/release/29074345-Tsunxmi-Crushing-Monotony-And-Paralyzing-Terror,,,
Ronnie Minder,The Cost (Original Motion Picture Soundtrack),,,,,"style_exact, Ambient",https://discogs.com/release/29073826-Ronnie-Minder-The-Cost-Original-Motion-Picture-Soundtrack,,,
Norðanátt,Kaldur Vindur á Sv​ö​rtu L​ö​ndunum,,,,,"style_exact, Ambient",https://discogs.com/release/29052775-Nor%C3%B0an%C3%A1tt-Kaldur-Vindur-%C3%A1-Sv%C3%B6rtu-L%C3%B6ndunum,,,
Nova ,Voli Sferici,,,,,"style_exact, Ambient",https://discogs.com/release/29052427-Nova-Voli-Sferici,,,
Andreas Gerth & Carl Oesterhelt,Music For Unknown Rituals,,,,,"style_exact, Ambient",https://discogs.com/release/29044036-Andreas-Gerth-Carl-Oesterhelt-Music-For-Unknown-Rituals,,,
Hopler Route,Aural Intensity,,,,,"style_exact, Ambient",https://discogs.com/release/29042212-Hopler-Route-Aural-Intensity,,,
Falling Together,Moonlight Over Diamond Road,,,,,"style_exact, Ambient",https://discogs.com/release/29041549-Falling-Together-Moonlight-Over-Diamond-Road,,,
"Rüdiger Dahlke, Shantiprem",Elemente-Rituale,,,,,"style_exact, Ambient",https://discogs.com/release/29028280-R%C3%BCdiger-Dahlke-Shantiprem-Elemente-Rituale,,,
Various,Soft Pop Valentine,,,,,"style_exact, Ambient",https://discogs.com/release/29185786-Various-Soft-Pop-Valentine,,,
Art Demoir,Chance,,,,,"style_exact, Ambient",https://discogs.com/release/29181301-Art-Demoir-Chance,,,
Murlo,Puckle,,,,,"style_exact, Ambient",https://discogs.com/release/29180929-Murlo-Puckle,,,
Art Demoir,Commitment,,,,,"style_exact, Ambient",https://discogs.com/release/29192242-Art-Demoir-Commitment,,,
Steven Leak,Evidence One,,,,,"style_exact, Ambient",https://discogs.com/release/29200225-Steven-Leak-Evidence-One,,,
Polar Moon,Where Have All The Wolves Gone,,,,,"style_exact, Ambient",https://discogs.com/release/29194582-Polar-Moon-Where-Have-All-The-Wolves-Gone,,,
Art Demoir,Geometry,,,,,"style_exact, Ambient",https://discogs.com/release/29192620-Art-Demoir-Geometry,,,
Hexode,Tagtr​ä​umer,,,,,"style_exact, Ambient",https://discogs.com/release/29232805-Hexode-Tagtr%C3%A4umer,,,
Hexode,Halfconsciousness,,,,,"style_exact, Ambient",https://discogs.com/release/29232646-Hexode-Halfconsciousness,,,
ANARCO ,T​é​cnicas De Polarizaci​ó​n Social,,,,,"style_exact, Ambient",https://discogs.com/release/29229694-ANARCO-T%C3%A9cnicas-De-Polarizaci%C3%B3n-Social,,,
Dave Miller  / L.A. Tom,Stonehenge,,,,,"style_exact, Ambient",https://discogs.com/release/29228437-Dave-Miller-5-LA-Tom-Stonehenge,,,
Jean-Michel Jarre,Les Concerts En Chine,,,,,"style_exact, Ambient",https://discogs.com/release/29218984-Jean-Michel-Jarre-Les-Concerts-En-Chine,,,
Lo-Fi VHS Way Prayer Tape Series*,Room Of Composition,,,,,"style_exact, Ambient",https://discogs.com/release/29233792-Lo-Fi-VHS-Way-Prayer-Tape-Series-Room-Of-Composition,,,
David Moreau ,Vacation,,,,,"style_exact, Ambient",https://discogs.com/release/29144410-David-Moreau-Vacation,,,
"Aires , Canadian Rifles","Sky​-​Wide, Fading",,,,,"style_exact, Ambient",https://discogs.com/release/29135326-Aires-3-Canadian-Rifles-Sky-Wide-Fading,,,
Tann ,"Hoch Droben, Wo Die Nebel Zieh'n...",,,,,"style_exact, Ambient",https://discogs.com/release/29133838-Tann-Hoch-Droben-Wo-Die-Nebel-Ziehn,,,
"Ambra Chiara Michelangeli, Giacomo Falciani",Solis Obitus,,,,,"style_exact, Ambient",https://discogs.com/release/29127199-Ambra-Chiara-Michelangeli-Giacomo-Falciani-Solis-Obitus,,,
Atom Sessions,Rest For The Wicked,,,,,"style_exact, Ambient",https://discogs.com/release/29118748-Atom-Sessions-Rest-For-The-Wicked,,,
Various,"Anniversary VA: Awesome Mix, Vol. 6",,,,,"style_exact, Ambient",https://discogs.com/release/29113126-Various-Anniversary-VA-Awesome-Mix-Vol-6,,,
Shima33,"Channel Surfing, Part A",,,,,"style_exact, Ambient",https://discogs.com/release/29107453-Shima33-Channel-Surfing-Part-A,,,
Yorkshire Modular Society,YMS_0231b,,,,,"style_exact, Ambient",https://discogs.com/release/29105623-Yorkshire-Modular-Society-YMS_0231b,,,
Brickmason,#000055,,,,,"style_exact, Ambient",https://discogs.com/release/29098954-Brickmason-000055,,,
Brutal Bastion,The Day It All Fell Apart,,,,,"style_exact, Ambient",https://discogs.com/release/29097130-Brutal-Bastion-The-Day-It-All-Fell-Apart,,,
Maison Close,Maison Close,,,,,"style_exact, Ambient",https://discogs.com/release/29096491-Maison-Close-Maison-Close,,,
Dreamlogic,real simulation,,,,,"style_exact, Ambient",https://discogs.com/release/29064682-Dreamlogic-real-simulation,,,
Phaeleh,The Space Between Us,,,,,"style_exact, Ambient",https://discogs.com/release/29063734-Phaeleh-The-Space-Between-Us,,,
Respira ,Superlunary Love,,,,,"style_exact, Ambient",https://discogs.com/release/29042959-Respira-Superlunary-Love,,,
Falling Together,Moonlight Over Diamond Road,,,,,"style_exact, Ambient",https://discogs.com/release/29041726-Falling-Together-Moonlight-Over-Diamond-Road,,,
Heavenchord & Infinity Dots,Palingenesia,,,,,"style_exact, Ambient",https://discogs.com/release/29041315-Heavenchord-Infinity-Dots-Palingenesia,,,
Thomas PatagoniaDub,Texturas&Ambientes,,,,,"style_exact, Ambient",https://discogs.com/release/28991917-Thomas-PatagoniaDub-TexturasAmbientes-,,,
Fritz Mayr ,Windows,,,,,"style_exact, Ambient",https://discogs.com/release/28973323-Fritz-Mayr-Windows,,,
Sverre Knut Johansen,Lights,,,,,"style_exact, Ambient",https://discogs.com/release/28965589-Sverre-Knut-Johansen-Lights,,,
Arturo Ruiz Del Pozo,Canto A Marcahuasi,,,,,"style_exact, Ambient",https://discogs.com/release/28964689-Arturo-Ruiz-Del-Pozo-Canto-A-Marcahuasi,,,
Klein ,Cave in the Wind,,,,,"style_exact, Ambient",https://discogs.com/release/28967176-Klein-Cave-in-the-Wind-,,,
Nacht Plank & Futuregrapher,Music For Kettle (Grandma's Edition),,,,,"style_exact, Ambient",https://discogs.com/release/29158378-Nacht-Plank-Futuregrapher-Music-For-Kettle-Grandmas-Edition,,,
Kalisession,Diary_18,,,,,"style_exact, Ambient",https://discogs.com/release/29150962-Kalisession-Diary_18,,,
Art Demoir,Exist,,,,,"style_exact, Ambient",https://discogs.com/release/29201143-Art-Demoir-Exist,,,
Steven Leak,Semblance,,,,,"style_exact, Ambient",https://discogs.com/release/29200141-Steven-Leak-Semblance,,,
Gerhard Heinz,The Joy Of Flying (Original Soundtrack Music From The Film) = Freude Am Fliegen,,,,,"style_exact, Ambient",https://discogs.com/release/29199757-Gerhard-Heinz-The-Joy-Of-Flying-Original-Soundtrack-Music-From-The-Film-Freude-Am-Fliegen,,,
Torn Hawk,Light Your Life Right,,,,,"style_exact, Ambient",https://discogs.com/release/29199748-Torn-Hawk-Light-Your-Life-Right,,,
Polar Moon,"As Above, So Below",,,,,"style_exact, Ambient",https://discogs.com/release/29194432-Polar-Moon-As-Above-So-Below,,,
Stolen TVs,He Returned,,,,,"style_exact, Ambient",https://discogs.com/release/29193832-Stolen-TVs-He-Returned,,,
Arcadia Jingle Bank,Dramatic Genres,,,,,"style_exact, Ambient",https://discogs.com/release/29193412-Arcadia-Jingle-Bank-Dramatic-Genres,,,
NEVOD,Eritis Sicut Deus Scientes Bonum Et Malum,,,,,"style_exact, Ambient",https://discogs.com/release/29189770-NEVOD-Eritis-Sicut-Deus-Scientes-Bonum-Et-Malum,,,
Tomboy Facefuck,Nameless King,,,,,"style_exact, Ambient",https://discogs.com/release/29180143-Tomboy-Facefuck-Nameless-King,,,
Tomboy Facefuck,PleaseDontBuryOurFuture,,,,,"style_exact, Ambient",https://discogs.com/release/29179477-Tomboy-Facefuck-PleaseDontBuryOurFuture,,,
Skullzy,An Empty Space,,,,,"style_exact, Ambient",https://discogs.com/release/29174290-Skullzy-An-Empty-Space,,,
Varg2™* Feat.  RXK Nephew,LD50,,,,,"style_exact, Ambient",https://discogs.com/release/29215309-Varg2-Feat-RXK-Nephew-LD50,,,
Sotvorishi*,Foaming Waves,,,,,"style_exact, Ambient",https://discogs.com/release/29209600-Sotvorishi-Foaming-Waves,,,
Cats Of Dust,Duhkha,,,,,"style_exact, Ambient",https://discogs.com/release/29208334-Cats-Of-Dust-Duhkha,,,
Mental Anguish,Dark Skies,,,,,"style_exact, Ambient",https://discogs.com/release/29207962-Mental-Anguish-Dark-Skies-,,,
Rapoon,Time Frost,,,,,"style_exact, Ambient",https://discogs.com/release/29190730-Rapoon-Time-Frost,,,
Dark Enigma,Mindmaps,,,,,"style_exact, Ambient",https://discogs.com/release/29224360-Dark-Enigma-Mindmaps,,,
Martin Atkins And The Chicago Industrial League,An Industrial Christmas Carol,,,,,"style_exact, Ambient",https://discogs.com/release/29220880-Martin-Atkins-And-The-Chicago-Industrial-League-An-Industrial-Christmas-Carol,,,
New Ghost Richey  &  F:\PORT_RICHEY,Super Richey Bros.,,,,,"style_exact, Ambient",https://discogs.com/release/29237629-New-Ghost-Richey-FPORT_RICHEY-Super-Richey-Bros,,,
Various,10,,,,,"style_exact, Ambient",https://discogs.com/release/29235646-Various-10,,,
Maps And Diagrams*,Formula,,,,,"style_exact, Ambient",https://discogs.com/release/29242357-Maps-And-Diagrams-Formula,,,
M.B. / Maurizio Bianchi* And Coalminer + Allies*,Antimateria,,,,,"style_exact, Ambient",https://discogs.com/release/29235541-MB-Maurizio-Bianchi-And-Coalminer-Allies-Antimateria,,,
Michael Wild,Celestial Sounds,,,,,"style_exact, Ambient",https://discogs.com/release/29235340-Michael-Wild-Celestial-Sounds,,,
Isostatic,Beyond The North Wind,,,,,"style_exact, Ambient",https://discogs.com/release/29233795-Isostatic-Beyond-The-North-Wind,,,
Jean-Michel Jarre,Les Chants Magnétiques,,,,,"style_exact, Ambient",https://discogs.com/release/29025859-Jean-Michel-Jarre-Les-Chants-Magn%C3%A9tiques,,,
Jean Michel Jarre*,Equinoxe,,,,,"style_exact, Ambient",https://discogs.com/release/28988518-Jean-Michel-Jarre-Equinoxe,,,
Cosmic Hoffmann,Astral Journey,,,,,"style_exact, Ambient",https://discogs.com/release/29153683-Cosmic-Hoffmann-Astral-Journey,,,
Supershell,Helmet Nebula,,,,,"style_exact, Ambient",https://discogs.com/release/29153371-Supershell-Helmet-Nebula,,,
Yorkshire Modular Society,YMS_0144,,,,,"style_exact, Ambient",https://discogs.com/release/29142487-Yorkshire-Modular-Society-YMS_0144,,,
Eulogy ,Easy Education,,,,,"style_exact, Ambient",https://discogs.com/release/29134585-Eulogy-Easy-Education,,,
Yorkshire Modular Society,YMS_0164,,,,,"style_exact, Ambient",https://discogs.com/release/29127598-Yorkshire-Modular-Society-YMS_0164,,,
Yorkshire Modular Society,YMS_0167,,,,,"style_exact, Ambient",https://discogs.com/release/29127571-Yorkshire-Modular-Society-YMS_0167,,,
Tracing Xircles,Air Lock,,,,,"style_exact, Ambient",https://discogs.com/release/29126482-Tracing-Xircles-Air-Lock,,,
Charlie Naked,You Will Not Escape,,,,,"style_exact, Ambient",https://discogs.com/release/29120245-Charlie-Naked-You-Will-Not-Escape,,,
Detonation Day,Impermanence Of Being,,,,,"style_exact, Ambient",https://discogs.com/release/29116480-Detonation-Day-Impermanence-Of-Being,,,
mödödmöd,Ymp​ä​r​ö​ivä,,,,,"style_exact, Ambient",https://discogs.com/release/29113360-m%C3%B6d%C3%B6dm%C3%B6d-Ymp%C3%A4r%C3%B6iv%C3%A4,,,
Sol Rezza,El AÑO del Conejo,,,,,"style_exact, Ambient",https://discogs.com/release/29112589-Sol-Rezza-El-A%C3%91O-del-Conejo,,,
식료품groceries,슈퍼마켓Yes! We're Open,,,,,"style_exact, Ambient",https://discogs.com/release/29109619-%EC%8B%9D%EB%A3%8C%ED%92%88groceries-%EC%8A%88%ED%8D%BC%EB%A7%88%EC%BC%93Yes-Were-Open,,,
Gheorghe Iovu,Imnul Speranței,,,,,"style_exact, Ambient",https://discogs.com/release/29097448-Gheorghe-Iovu-Imnul-Speran%C8%9Bei,,,
Brutal Bastion,Heirs Of Nothing,,,,,"style_exact, Ambient",https://discogs.com/release/29096941-Brutal-Bastion-Heirs-Of-Nothing,,,
SubtractiveLAD & Tamika Roberts,Ocean,,,,,"style_exact, Ambient",https://discogs.com/release/29096677-SubtractiveLAD-Tamika-Roberts-Ocean,,,
Sines Of Exquisite Pleasure,Music From the Palace Of Eternal Sleep,,,,,"style_exact, Ambient",https://discogs.com/release/29094529-Sines-Of-Exquisite-Pleasure-Music-From-the-Palace-Of-Eternal-Sleep,,,
帝辛,异传,,,,,"style_exact, Ambient",https://discogs.com/release/29091310-%E5%B8%9D%E8%BE%9B-%E5%BC%82%E4%BC%A0,,,
Maurizio Bianchi + Massimo Croce + DBPIT* + XxeNa,Isometrie Sonore 2023,,,,,"style_exact, Ambient",https://discogs.com/release/29079973-Maurizio-Bianchi-Massimo-Croce-DBPIT-XxeNa-Isometrie-Sonore-2023,,,
Sense-Or-Thrill,For An Individual Search,,,,,"style_exact, Ambient",https://discogs.com/release/29077180-Sense-Or-Thrill-For-An-Individual-Search,,,
Andreas Vollenweider & Friends,25 Years Live (1982-2007),,,,,"style_exact, Ambient",https://discogs.com/release/29065972-Andreas-Vollenweider-Friends-25-Years-Live-1982-2007,,,
mödödmöd,nuvole,,,,,"style_exact, Ambient",https://discogs.com/release/29063662-m%C3%B6d%C3%B6dm%C3%B6d-nuvole,,,
Respira ,Superlunary Love,,,,,"style_exact, Ambient",https://discogs.com/release/29042983-Respira-Superlunary-Love,,,
M. Sage* With The Spinnaker Ensemble,The Wind of Things,,,,,"style_exact, Ambient",https://discogs.com/release/29037727-M-Sage-With-The-Spinnaker-Ensemble-The-Wind-of-Things,,,
Angusnadamas,Azul,,,,,"style_exact, Ambient",https://discogs.com/release/29035384-Angusnadamas-Azul,,,
BARST ,Re​:​Source,,,,,"style_exact, Ambient",https://discogs.com/release/29026246-BARST-ReSource,,,
Окто Близ,Вибрации,,,,,"style_exact, Ambient",https://discogs.com/release/29009074-%D0%9E%D0%BA%D1%82%D0%BE-%D0%91%D0%BB%D0%B8%D0%B7-%D0%92%D0%B8%D0%B1%D1%80%D0%B0%D1%86%D0%B8%D0%B8,,,
Femin-XY,Okkultes Tor,,,,,"style_exact, Ambient",https://discogs.com/release/29002537-Femin-XY-Okkultes-Tor,,,
connectrftw,portable music,,,,,"style_exact, Ambient",https://discogs.com/release/28998751-connectrftw-portable-music,,,
Sigrun Czech,Latte Macchiato Für Die Seele,,,,,"style_exact, Ambient",https://discogs.com/release/28995424-Sigrun-Czech-Latte-Macchiato-F%C3%BCr-Die-Seele,,,
Ghostwoods ,Terminal Bliss,,,,,"style_exact, Ambient",https://discogs.com/release/28991275-Ghostwoods-Terminal-Bliss,,,
HEFT ,Hive Mind And I,,,,,"style_exact, Ambient",https://discogs.com/release/28988239-HEFT-Hive-Mind-And-I,,,
Miguel A. Ruiz,Vasarely,,,,,"style_exact, Ambient",https://discogs.com/release/28982131-Miguel-A-Ruiz-Vasarely,,,
Raphael,Music To Disappear In II,,,,,"style_exact, Ambient",https://discogs.com/release/29174464-Raphael-Music-To-Disappear-In-II,,,
Dore ,Bali Midnight Lounge,,,,,"style_exact, Ambient",https://discogs.com/release/29188105-Dore-Bali-Midnight-Lounge,,,
Art Demoir,Liquidized,,,,,"style_exact, Ambient",https://discogs.com/release/29181328-Art-Demoir-Liquidized,,,
Tomboy Facefuck,Death Before Dishonor,,,,,"style_exact, Ambient",https://discogs.com/release/29180371-Tomboy-Facefuck-Death-Before-Dishonor,,,
Tomboy Facefuck,"We Probably Won't Meet Again, But I'm Glad You Beat Brain Tumor. I Wish You The Happiest Life My Friend.",,,,,"style_exact, Ambient",https://discogs.com/release/29180155-Tomboy-Facefuck-We-Probably-Wont-Meet-Again-But-Im-Glad-You-Beat-Brain-Tumor-I-Wish-You-The-Happiest,,,
The Aether Procession,An Object That Sustains Memory {The Aether Procession Remix},,,,,"style_exact, Ambient",https://discogs.com/release/29186704-The-Aether-Procession-An-Object-That-Sustains-Memory-The-Aether-Procession-Remix,,,
rydglek,Rust,,,,,"style_exact, Ambient",https://discogs.com/release/29204929-rydglek-Rust,,,
Udo Berger,Udo Berger's Traum-Phase,,,,,"style_exact, Ambient",https://discogs.com/release/29203957-Udo-Berger-Udo-Bergers-Traum-Phase,,,
Efera,Beloved Envoi Romance,,,,,"style_exact, Ambient",https://discogs.com/release/29200267-Efera-Beloved-Envoi-Romance,,,
Steven Leak,Naucrate,,,,,"style_exact, Ambient",https://discogs.com/release/29200252-Steven-Leak-Naucrate,,,
Kian Dray,Deviant,,,,,"style_exact, Ambient",https://discogs.com/release/29198233-Kian-Dray-Deviant,,,
Nmesh / Telepath テレパシー能力者,ロストエデンへのパス = The Path To Lost Eden,,,,,"style_exact, Ambient",https://discogs.com/release/29194768-Nmesh-Telepath-%E3%83%86%E3%83%AC%E3%83%91%E3%82%B7%E3%83%BC%E8%83%BD%E5%8A%9B%E8%80%85-%E3%83%AD%E3%82%B9%E3%83%88%E3%82%A8%E3%83%87%E3%83%B3%E3%81%B8%E3%81%AE%E3%83%91%E3%82%B9-The-Path-To-Lost-Eden,,,
Isabelle Thorsen,Full Moon,,,,,"style_exact, Ambient",https://discogs.com/release/29193103-Isabelle-Thorsen-Full-Moon,,,
Various,Ambiance In Tempo,,,,,"style_exact, Ambient",https://discogs.com/release/29191288-Various-Ambiance-In-Tempo,,,
Various,I.D. Quiet Times,,,,,"style_exact, Ambient",https://discogs.com/release/29189863-Various-ID-Quiet-Times,,,
Drome,Party In The Woods,,,,,"style_exact, Ambient",https://discogs.com/release/29157970-Drome-Party-In-The-Woods,,,
Mental Anguish,The Tapegerm Mixes Volume Five,,,,,"style_exact, Ambient",https://discogs.com/release/29225524-Mental-Anguish-The-Tapegerm-Mixes-Volume-Five,,,
Dale Sumner,Egypt,,,,,"style_exact, Ambient",https://discogs.com/release/29222041-Dale-Sumner-Egypt,,,
Lezet,Father & Planets,,,,,"style_exact, Ambient",https://discogs.com/release/29215702-Lezet-Father-Planets,,,
Croatian Amor,Armita,,,,,"style_exact, Ambient",https://discogs.com/release/29215306-Croatian-Amor-Armita,,,
Mental Anguish,Precious,,,,,"style_exact, Ambient",https://discogs.com/release/29217370-Mental-Anguish-Precious,,,
Rouge Mécanique,Hollywood (R.M Edit),,,,,"style_exact, Ambient",https://discogs.com/release/29239858-Rouge-M%C3%A9canique-Hollywood-RM-Edit,,,
Various,FMCD 46,,,,,"style_exact, Ambient",https://discogs.com/release/29237275-Various-FMCD-46,,,
Eddie Jobson,Theme Of Secrets,,,,,"style_exact, Ambient",https://discogs.com/release/29238040-Eddie-Jobson-Theme-Of-Secrets,,,
Jean-Michel Jarre,Les Concerts En Chine,,,,,"style_exact, Ambient",https://discogs.com/release/29219476-Jean-Michel-Jarre-Les-Concerts-En-Chine,,,
Mikernaut,Orbit 1,,,,,"style_exact, Ambient",https://discogs.com/release/29032408-Mikernaut-Orbit-1,,,
Clark*,Alyosha Lying,,,,,"style_exact, Ambient",https://discogs.com/release/29021134-Clark-Alyosha-Lying,,,
Totemtag,Electro​-​Rocking Motions,,,,,"style_exact, Ambient",https://discogs.com/release/29002108-Totemtag-Electro-Rocking-Motions,,,
Fernmage,Cruzin’ 4 A Snoozin’,,,,,"style_exact, Ambient",https://discogs.com/release/28995043-Fernmage-Cruzin-4-A-Snoozin,,,
Markus Francois,Planet M-2208 Tales From The Planet,,,,,"style_exact, Ambient",https://discogs.com/release/28967656-Markus-Francois-Planet-M-2208-Tales-From-The-Planet,,,
Sleeparchive,Fives Songs About Silence And Being Quiet,,,,,"style_exact, Ambient",https://discogs.com/release/28967431-Sleeparchive-Fives-Songs-About-Silence-And-Being-Quiet,,,
Jean-Michel Jarre,Les Chants Magnétiques,,,,,"style_exact, Ambient",https://discogs.com/release/29025469-Jean-Michel-Jarre-Les-Chants-Magn%C3%A9tiques,,,
Jean Michel Jarre*,Equinoxe,,,,,"style_exact, Ambient",https://discogs.com/release/28982119-Jean-Michel-Jarre-Equinoxe,,,
Brian Eno,Film Music: Voices & Words,,,,,"style_exact, Ambient",https://discogs.com/release/29168758-Brian-Eno-Film-Music-Voices-Words,,,
King Nebula,The Moonlight And All The Stars.,,,,,"style_exact, Ambient",https://discogs.com/release/29165629-King-Nebula-The-Moonlight-And-All-The-Stars,,,
"Michal Kořán, Pavel Richter, Bharata Rajnošek",Poslední Věci Anděla (Extended 2023),,,,,"style_exact, Ambient",https://discogs.com/release/29160229-Michal-Ko%C5%99%C3%A1n-Pavel-Richter-Bharata-Rajno%C5%A1ek-Posledn%C3%AD-V%C4%9Bci-And%C4%9Bla-Extended-2023,,,
Kalisession,Pilgrim,,,,,"style_exact, Ambient",https://discogs.com/release/29154583-Kalisession-Pilgrim,,,
Grey Scenario,1,,,,,"style_exact, Ambient",https://discogs.com/release/29154205-Grey-Scenario-1,,,
Kalisession,Moving Along,,,,,"style_exact, Ambient",https://discogs.com/release/29153398-Kalisession-Moving-Along,,,
Eno* / Wobble*,Spinner,,,,,"style_exact, Ambient",https://discogs.com/release/29148991-Eno-Wobble-Spinner,,,
Y O K O C H O 横丁,Hiraeth EP,,,,,"style_exact, Ambient",https://discogs.com/release/29144971-Y-O-K-O-C-H-O-%E6%A8%AA%E4%B8%81-Hiraeth-EP-,,,
Michal Kořán,– Ismy Pro Husserla,,,,,"style_exact, Ambient",https://discogs.com/release/29136319-Michal-Ko%C5%99%C3%A1n--Ismy-Pro-Husserla,,,
Futers,Laced Forms,,,,,"style_exact, Ambient",https://discogs.com/release/29132176-Futers-Laced-Forms,,,
Yorkshire Modular Society,YMS_0162,,,,,"style_exact, Ambient",https://discogs.com/release/29127634-Yorkshire-Modular-Society-YMS_0162,,,
Yorkshire Modular Society,YMS_0163,,,,,"style_exact, Ambient",https://discogs.com/release/29127622-Yorkshire-Modular-Society-YMS_0163,,,
Various,La Lechuga,,,,,"style_exact, Ambient",https://discogs.com/release/29113681-Various-La-Lechuga,,,
Various,Hotel Dubai,,,,,"style_exact, Ambient",https://discogs.com/release/29098993-Various-Hotel-Dubai,,,
Brutal Bastion,The Reset,,,,,"style_exact, Ambient",https://discogs.com/release/29097190-Brutal-Bastion-The-Reset,,,
Adelbert Von Deyen,Nordborg,,,,,"style_exact, Ambient",https://discogs.com/release/29086231-Adelbert-Von-Deyen-Nordborg,,,
Mathias Grassow,Heartbeat Of The Earth,,,,,"style_exact, Ambient",https://discogs.com/release/29080024-Mathias-Grassow-Heartbeat-Of-The-Earth,,,
Billain,F4K Y00,,,,,"style_exact, Ambient",https://discogs.com/release/29076664-Billain-F4K-Y00,,,
Tagliabue*,Naga Spell,,,,,"style_exact, Ambient",https://discogs.com/release/29076103-Tagliabue-Naga-Spell,,,
Onfang & Wyrd Gnome,Faery Lights And Festival Nights,,,,,"style_exact, Ambient",https://discogs.com/release/29216446-Onfang-Wyrd-Gnome-Faery-Lights-And-Festival-Nights-,,,
Solar Fields,Mirror's Edge (Original Videogame Score),,,,,"style_exact, Ambient",https://discogs.com/release/29213200-Solar-Fields-Mirrors-Edge-Original-Videogame-Score,,,
Sotvorishi*,Foaming Waves,,,,,"style_exact, Ambient",https://discogs.com/release/29209582-Sotvorishi-Foaming-Waves,,,
bvdub,Asleep In Ultramarine,,,,,"style_exact, Ambient",https://discogs.com/release/29207416-bvdub-Asleep-In-Ultramarine,,,
Naoki Kasugai,Walk : 2023/12/15,,,,,"style_exact, Ambient",https://discogs.com/release/29206744-Naoki-Kasugai-Walk-20231215,,,
Gerhard Heinz,The Joy Of Flying (Original Soundtrack Music From The Film) = Freude Am Fliegen,,,,,"style_exact, Ambient",https://discogs.com/release/29201650-Gerhard-Heinz-The-Joy-Of-Flying-Original-Soundtrack-Music-From-The-Film-Freude-Am-Fliegen,,,
